st_racuna,artikli
688769,2 2066 53 590 195 421 440
688898,2 23 34 53 60 256 271 294 395 421 446 590 593 619 1064 1351 1409 1599 14012 3903
689115,2 16 1042 34 46 57 74 590 604 619 115 1206 186 1766 256 271 824 5949 1409 908 421 7091 440 441
689300,2 16 41 1081 60 441 590 2391 619 6908
689722,7170 2 534 16 3098 34 8227 1064 41 53 57 60 74 590 9851 1042 2066 370 4004 440 446 8130 980 1502
690504,2 1042 34 53 598 115 7900 256 271 1351 420 421 980
690855,2 1042 34 1064 598 619 115 10364 908 440 441 446
691419,2 16 34 41 4668 60 590 619 115 6774 1766 824 385 420 422 440 446
691950,534 3098 1064 57 446 963 1220 3788 1357 370 2298
693028,2 16 534 1042 1064 46 53 590 598 619 115 3239 1730 256 271 2387 370 395 421 420 440 441 446 458 4065 2032
693094,256 2 8202 11534 271 16 5779 294 46 824 440 57 186 963 9425 115
693923,256 2 511
694459,53 5696 9321 619 115 5259 1766 294 9523 420 440 441
695275,534 1064 598 613 115 1140 9430 247 824 5958 1357 2424 377 2443 395 440 446 2520
695354,1 2 5640 16 534 1042 1064 41 46 53 60 1599 7248 598 617 115 2235 824 10573 9600 908 6559 440 441 446 14295 4581
696001,3098 1439 1064 824 440 1994 370 2298
696951,2 2066 1042 36 41 2098 53 57 60 590 7248 598 115 7321 1730 1822 2340 824 7993 1351 8015 4434 879 395 4004 421 458 8670 2032
697913,2 1042 2066 46 57 589 598 617 2780 271 824 395 440 446
697958,2 16 46 186 2364 421 440 441 446 590 10834 619 852 1042 7351 2032
698201,2 57 4668 10815 74 619 4403 12088 10674 440 446
698412,2 16
698977,2 590 619 719 256 824 440 441 446
700671,1 2 53 60 619 115 195 1237 271 272 824 1351 370 440 452
700834,2 534 34 46 1081 590 7774 619 653 1734 12002 1351 440 1987 3062 1014
700960,256 440 60 452 247
701452,395 1944 440 446 60 195 980 598 2364
701811,16 1042 2066 41 46 60 619 1220 256 294 300 1357 395 421 440 446 2520
702294,1 2 16 1042 41 46 57 60 589 4237 271 3387 2364 2368 1364 446 980
702576,7171 16 534 36 53 57 1081 74 604 619 115 653 186 2237 256 275 294 4903 4403 824 2387 2391 385 1409 421 8130 1987 458
702594,6912 2 16 14202 9523 440 441 74 590 598 5337
702691,2 60 115 186 14565 247 256 288 294 2387 395 440 441 446 534 8752 598 604 4702 9020 1042 5292 1220 5337 1351 5694 1623 1944 10223
704198,1 2 16 34 41 57 74 115 186 247 2298 256 294 2438 421 440 446 448 511 613 619 719 2780 908 1042 1081 5273 9523 1364 1502 5696
704283,2 6020 775 3098 421 60 446 441 1220 370
704553,2 34 1064 589 1140 195 2780 256 271 294 1357 440
706629,2 16 46 604 619 1730 7900 11082 1357 2387 8551
707958,2 57 74 619 195 271 294 2364 2424 440 441 4540 2032
708412,534 3098 1064 46 51 1081 60 74 598 619 1220 1242 6376 247 256 824 1357 370 4515 440 446 1989
708607,1 2 7171 16 1042 3098 34 1064 3629 53 2098 6729 590 604 619 115 2233 186 195 1766 256 271 294 824 1351 3406 395 407 421 440 441 5577 458 1504 511
709128,2 16 1064 590 598 195 294 395 440 465 5088
709544,1 2 16 34 46 57 72 74 186 6376 421 446 2520 2539 534 564 589 598 613 617 2780 852 980 1042 1064 5273 1206 1358 1439 1502 11754 1822 3903 6017
709895,2 34 41 8752 5694 74 598 4329 247 256 1351 1987
711645,2 2066 23 34 46 13362 60 598 115 2233 186 2237 260 3846 4419 3488 6574 440 441 446 448
712238,2 824 4166 619 115
713981,2 23 421 440 60 1358 2780
715817,2 1042 534 1064 564 590 598 115 9193
716312,2 16 34 36 46 57 74 115 2237 4322 256 271 294 2364 4434 2431 2442 421 4517 440 441 534 590 593 598 617 619 2674 6774 8890 824 17365 1042 5147 1101 1206 1351 1502 5694 7900 1994
716526,2 16 46 60 74 598 619 186 195 256 271 294 824 385 440 446 963
717228,1 2 16 41 46 60 4166 74 593 598 613 619 1220 1766 824 1364 15202 908 6029 421 440 446 1994 5088 8180 511
717964,2 511 1064 9772 51 57 589 107 619 3696 115 1655 4229 1160 163 167 1235 240 1792 256 3358 3360 294 2349 1330 824 2363 1351 852 1390 2424 440 441 10682
718330,385 2 271 16 57 74 598 619 115
718356,2 5640 534 617 271 395 488
718404,2 16 1042 3098 34 53 589 617 4269 195 5337 294 421 4517 440 4065
719592,2 16 34 41 60 4669 590 619 115 908 421 485
720380,1 271 3098 420 57 195
720408,2 653 2066 440 60
720920,2 1042 53 74 115 256 3358 3360 3364 294 824 395 440
721743,1 2 34 41 60 74 593 598 294 440 2032
721913,2 16 534 5273 34 421 46 593
723151,1 2 16 3098 34 5158 41 53 57 60 74 598 619 9859 1206 5337 256 271 824 440 446 963 13817
723870,34 41 57 60 74 593 598 275 294 824 2387 440 446
724853,2 1 16 22 3619 60 74 613 2182 163 1218 1242 6392 256 824 1439 440 446 1987
724949,2 534 34 36 41 57 7248 2674 7850 1730 1220 6384 395 440 446
725430,2 440 242 511
725484,2 16 22 53 57 4166 74 598 613 619 115 1186 1766 247 2340 294 824 2364 420 421 422 440
725837,2 46 163 186 242 879 908 440 458 3554 2032
726093,2 16 2066 34 36 41 53 2101 60 74 115 186 2255 247 256 10507 4379 294 370 395 2443 2472 10674 440 441 446 485 534 590 593 598 619 719 824 852 980 5099 3098 1064 1081 1140 5289 1220 9433 1357 1599 5735 1730 3788 3789 7919 3990 2008 2032
726384,2 53 1599 593 619 1351 440 446
726869,2 2443 57 195 1351 593 2008 1140 6392
727173,2 34 41 2101 60 72 115 2166 4269 247 294 2443 598 619 824 1064 1140 5259 1220 1351 1357 5735
728241,2 5640 16 534 34 41 57 74 598 619 115 247 824 2364 370 440 446 963
729189,2 511 16 1599 598 9818 2810 14588 256 385 395 908 440 446
729304,2 16 619
730083,2 46 440 5949 4797 1730 74 2391 619
730536,2 1042 1081 60 3654 74 598 115 6774 7310 5273 186 5337 242 247 10488 256 271 824 440 446 1987
730661,2 1042 1081 4166 619 115 636 2780 247 256 5405 294 2364 3445 9601 395 440 446 11725 480
730918,2 534 5147 34 74 598 186 1220 2431 395 12183 440 446 448
731171,2 8761 4154 74
732504,2 16 57 1081 60 74 3162 619 115 1206 1723 195 271 4403 824 420 421 446 448 485
732550,1 2 16 57 3157 598 617 2780 1766 247 824 5949 385 440 980 2032
733049,34 10829
733186,2 16 60 619 271 440
733788,2 534 1064 46 2098 1081 619 1206 195 247 271 385 440 446 1502
734174,256 2 534 34 294 46 195 617 2032
734381,2 36 57 74 195 824
734487,2 16 53 57 74 598 613 619 1242 247 256 271 11538 2364 421 440 446
734873,34 1064 72 589 115 6774 7423 824 1357 370
735120,2 16 51 598 1220 272 271 1357 15739 440 446
735767,2 16 534 57 593 619 1208 186 7406 271 294 1351 852 12668 395 440 441 446 1502 480
735807,1 16 34 294 4403 824 57 441 1364 2391
736268,2 8206 16 34 57 619 719 260 294 1358 2424 9600 390 395 9187
736891,440 7498 7515 10333 11005
737064,2 824 57 74 1351 598 115
737352,2 34 41 53 60 1140 4229 11402 6841 275 13661 440 16329
737616,2 2066 53 74
737850,2 34 36 2043 46 53 1208 1351 908 446
739283,2 16 1042 1081 1599 590 186 1730 294 852 395 440
739706,1 2 16 34 41 46 57 60 74 617 115 4229 2233 1220 2780 247 256 271 294 1357 440 441 446 1987 1502 485
739865,1 2 534 34 1064 41 46 1081 57 74 598 242 256 775 294 824 1850 440
739929,2 1042 2066 53 57 74 590 598 107 619 195 1351 421 440 2032
740354,1 2 7171 16 534 3098 46 53 57 613 619 115 5779 247 271 824 385 7091 452
740605,2 16 34 41 115 247 256 271 294 2364 395 440 446 480 511 8751 590 598 619 6850 824 908 1042 1220 7875
741816,2 5640 16 2066 107 619 3696 115 186 2235 271 275 3358 3360 3364 294 824 1351 441 448 980
742080,2 440 446 1220 852 619 2166
742128,1409 2 271 36 1064 53 824 446 1358 3424
742211,16 3098 34 41 57 74 9851 1220 256 14108 4403 1357 440 1987 2032
742886,12928 421 446 2520
743367,2 16 46 53 57 60 619 115 1220 4322 824 5949 1357 3406 370 421 440 441 446 458 1502
743562,2 23 46 598 619 421 440 446 1502
743713,2 16 1064 57 60 1599 1081 619 115 1766 8937 9005 395 1502
745152,256 2 46 57 60 446 195 590 1502
745557,1042 534 46 53 9321 619 115 1730 1220 1766 271 3872 294 1351 421 3543 2032
745807,2 23 34 41 2102 60 74 590 598 115 719 247 294 1351 395 908 440 980
746097,2 4662 57 4154 60 617 195 256 271 2471 440 446 963
746144,2 1409 16 440 1081
746720,2 16 22 549 40 8250 60 74 1113 619 115 163 167 186 1218 195 2780 256 271 295 5428 1346 5471 1390 3956 1409 913 440 446 963 452 4065 488 511
746777,2 271 22 163 675 681 7091 1081 440 5949 4798 57 1351 852 4693 1276
746789,2 53 115 6806 2214 195 15068 275 10558 6017 1410 440 7649 3554
746940,2 34 57 6729 74 619 1766 395 446
747612,1 2 10260 1042 34 36 46 2098 4156 72 590 2674 115 7900 4434 1409 15234 395 421 441 446 448 980
747776,2 1042 46 57 60 1623 1140 1206 1220 7959 440 980 485
747912,2 1042 34 41 619 4229 1208 14012 2248 10488 294 1351 2989 11697 441 980
748214,2 534 564 590 598 619 115 1220 247 1351 395 446
748457,2 16 34 57 598 115 9433 1766 824 1850 3903 395 421 10175
748769,2 16 40 1580 564 57 60 115 13966 3732 385 440 441 446 980
748888,2 2066 2093 57 14395 2113 74 17083 2780 1766 256 271 9052 9065 4006 15275 440 441 446 17383
749336,2 1042 421 824 458 980
749594,2 16 2066 34 36 41 53 57 60 74 186 195 370 421 441 446 590 598 4703 619 824 852 908 1042 3098 1410
749995,1 2 6147 16 1042 2066 3098 34 8751 53 57 1081 9273 60 619 10868 195 2780 256 271 294 1351 1364 7552 12202 446 1987 11727 980 12249
750593,1042
750613,2 16 34 1064 53 619 1140 1206 256 271 294 824 440 446 980 1502
751003,36 46 53 13892 593 11935 2364 440 441 446
751037,2 534 3610 57 60 74 590 7774 619 115 1206 2780 7900 271 824 1351 908 421 420 440
751286,256 440 2364
751294,11534 1206
751684,2 34 41 598
751970,2 534 2098 57 60 598 115 7328 186 195 719 2780 256 294 4403 12088 824 2883 1355 2391 908 440 12732 446 2523
752840,2 16 1042 34 41 53 590 598 115 1730 256 294 1351 852 1409 407 421 440 446 485 511
753207,2 16 1502
755228,2 34 598 619 195 719 242 2364
755661,1 2 57 1081 3654 74 115 1220 247 256 271 294 824 1502 2032
755839,801 34 806 294 10429 5949 9198
757114,2 53 60 74 115 2237 247 256 271 395 440 446 465 590 662 824 879 980 1042 1502 3733 7959 1822
757902,2 1081 57 60 74 115 1220 824 1357 395 440 441 446
757964,1 2 16 530 2066 1042 534 1064 46 57 1081 74 598 619 186 247 256 271 294 9511 824 385 908 9122 420 422 441 446 1987 1502 488
758997,2 3358 3360 3364 1730 74 9818 1373 485 8937 3696 247
759586,2 57 60 604 247 294 441 446
759728,1 2 16 34 41 46 53 57 60 115 186 195 256 271 385 395 420 421 440 446 4650 598 4696 604 6774 4797 719 824 11095 9152 1064 1081 5289 5314 11540 1351 1358 1502 1599 9824 1766 1987
760060,1 2 16 2066 36 46 53 60 14408 4229 195 256 294 395 440 441 446 465 2520 4696 604 619 6841 11015 11135 980 1042 1064 1220 5337 1351 1357 1439 5640 13910 7900 1766
761178,2 4229 7305 46 824 57 60
762269,2 16 534 36 1599 619 1140 395 440 446
762465,2 16 1042 2066 34 57 1081 74 619 5273 256 271 824 370 908 1439 421 440 446 1987 1502
762676,2 16 53 1599 74 593 115 9918 247 2810 1802 294 385 440 446 511
763432,1 2 534 8738 34 1064 46 57 1081 60 74 115 1206 247 271 1357 1373 908 6559 440 446
764054,1 2 57 60 74 115 5273 1206 294 9523 824 1358 2424 440 1502
764755,2 16 23 34 41 53 57 14408 10333 107 247 256 271 294 4434 14683 395 421 2471 440 8689 6774 6806 681 6841 2780 9142 11192 9152 980 9193 1064 1101 1140 11380 7305 7321 5273 5447 1358 1357 3789 1822 1975
765473,2 34 2102 74 590 598 619 1206 11538 370 908 421 440 1502
765493,2 271 53 824 5949 2032
766483,2 16 1042 3098 619 115 195 2810 7421 6908 256 4403 1358 2391
766701,440 824 5577 5582 3554 879 504
767893,2 5133 16 3098 34 36 41 46 557 1081 60 74 617 115 8848 151 1242 271 4885 1822 1373 370 10663 440 4026 446 3022
768062,1 2 16 1042 619 1208 3789 1237 9436 1766 300 4403 824 1351 3406 420 421 1502
768381,2 16 619 107 2235 1220 1766 1822 1357 8067 395 421
768814,1 2 16 57 60 74 619 6774 11540 824 852 2438 440 446 980
768958,1 2 3098 1064 60 10815 5696 16 619 115 1206 5337 256 271 1357 2391 12721 440 441 446 488 2032
769054,2 16 34 1599 74 590 619 115 1723 1766 824 5497 6020 421 11697 440
769067,534 46 1081 1723 186 115
769076,57 440 5337 619
769623,2 2066 34 46 53 57 4669 74 598 4696 619 115 5779 1730 6388 271 824 1351 6559 420 421 422 440 446 458
769828,2 53 440 57 3789
770101,2 3098 46 57 60 613 2674 6774 1220 256 1850 3406 370 440 446
770572,1 2 16 46 2098 1081 1599 74 589 590 598 1220 247 256 271 824 395 420 440 441 446 1502 511
770748,3360 294 440 60 593 3696 1140
771146,16 3098 34 60 7533 440 446 488
771694,2 593 7774
772107,46 53 619 256 824 1351 3406 879 395 908 440 458
772332,2 16 534 564 53 57 8272 7259 619 115 10418 1206 186 5314 195 2780 247 824 2364 1409 440 441 446 452
772464,7170 16 41 564 1081 2166 247 256 3360 8130
772864,53 7248 598 619 115 247 824 440
773029,1 2 16 824 441 440 446 4156 1220 598 1766
773640,1 2 16 3098 23 34 1064 41 46 619 115 4229 275 824 370 1409 421 446
773660,2 16 60 74 590 598 1766 271 1351 3406
773892,2 590 598 115 1220 2032
773899,2 74 598 446
774543,53
774989,1 2 1064 46 564 53 1081 74 593 619 15492 1206 7421 256 824 1351 1409 440 2008 2032
775888,2 53 57 74 598 619 3700 294 1351 2387 440 1502
775991,2 1042 2043 7900 619
776796,1042 16 34 46 74 589 593 590 598 1140 1655 16558 8391 247 485
777280,1 2 2066 46 53 57 619 115 186 271 2387 395 908 422 441 980 1502
778169,2 1042 74 186 195 11538 440 441
778516,1 2 53 57 74 619 115 824 852 395 458 2032
778869,2 256 294 1357 3406 440 980
778954,2 3098 34 46 598 186 1723 2780 908
780810,2 271 2066 421 195 74
781364,5099 115 7551
781854,2 3098 2471 440 1220 1357
782081,2 7171 4668 115 1206 272 824 440 1987 2032
782333,16 1042 4650 51 1599 74 590 598 619 115 272 441 446
782418,2 16 1042 60 590 619 107 11005 294 1351 2387 2438 3987 4004 421 440 441 980
782520,2 16 46 60 590 598 619 167 852 395 440 446 980
782978,2 53 1220 598 604 115
784125,5640 34 593 107 3360 4398 395 2008
785425,2 2066 1064 6710 60 590 619 6774 247 256 294 412 440 8130 8652
785561,1 2 2066 534 46 2101 57 60 74 598 619 115 1140 186 1730 1220 256 271 824 1351 1357 852 2443 395 440 446 5088
785894,2 2066 1064 41 619 1140 5767 10912 1208 186 6846 7900 1766 2810 3360 4398 824 2364 14146 1357 7538 2424 440 446 2520
785910,256 2 16 1042 3098 440 57 446 4166 247 11005
786454,1 2 1042 34 57 590 593 4703 619 115 2205 1208 7900 256 271 294 1351 385 5013
787198,1042 2066 34 9772 8504 57 8130
787234,2 530 1042 10266 34 57 1081 74 598 4797 256 271 294 824 1358 11123 908 440
787720,1409 2 2066 1042 421 46 1220 980 1237 9818 4065
787833,2 534 1064 74 598 115 1140 1206 12982 2780 8937 256 440
788949,1409 2 256 16 34 420 1064 53 60 1357
789388,6017 440 446 619
789534,2 34 57 598 613 1766 8009 852 13175 2424 390 421 440 5088 485
790260,395 824
790662,2 2008
790927,2 908 34 53 57 980 619
791509,2 34 41 440 2364 598
791644,2 16 34 36 41 4669 6725 593 619 7406 824 2364 9600 395 440 2008
791899,2 53 60 719 824 879 5497 1409
791913,2 34 36 440 1220 719 598
793262,1 163 186 72
793727,2 564 53 74 619 2205 1206 1351 2387 852 7651
794532,590 598 617
794978,2 1622 598 1730 271 824 2463 3490 440 3520 458
795738,2 1042 34 53 57 1081 74 590 1214 3789 256 294 421 440 446 980 2032
795864,1 2 16 1042 34 41 9272 57 74 589 619 2674 1140 115 7985 824 1351 1358 421 441 446
795960,1042 3098 370 2438 395 1439 421 2032
796405,2 16 60 74 619 195 256 294 4403 448 2032
797390,2 17411 16 534 1042 46 2113 598 9818 619 4204 115 2780 247 256 271 1357 2387 6020 440 980 1502
797991,2 534 41 46 1064 53 593 598 613 4204 1140 1655 163 2217 247 824 5497 1409 440 441 446 4065
798198,2 8073 8067 5639 16 3872 440 60 74 458
799514,2 16 2066 46 53 619 115 271 395 440 446
800102,2 16 1042 41 46 1081 60 590 186 719 256 271 3358 3360 3364 294 1364 395 908 421
800349,6406 908 1064 5696 195 1220 247
801319,2 16 57 598 619 247 824 440 8130 2520
801414,1 2 2066 1042 57 74 590 115 1208 294 421 441
802669,2 16 534 60 9818 2298 1351 2424 908 440 6072 446
803125,2 534 23 38 1439 441
803139,440 370 115
803678,1 2 1042 57 74 593 115 195 1766 2364 1351 1358 10100 421 440 2032
803943,2 4773 1766 824 395 440 446
804114,2 16 34 294 1351 5497 440
804434,2 16 1042 534 1064 57 74 598 115 1218 275 824 847 8073 395 440 963
805573,2 16 36 46 60 1599 74 590 5259 247 7421 256 272 294 824 395 440 2032
806848,2 16 34 36 46 60 74 107 115 186 195 247 2298 256 271 294 370 395 420 440 446 534 589 617 2710 11179 1064 5447 3406 10217
806975,1 2 16 1081 4669 74 619 1766 7421 256 271 1351 2391 421 440 446
807030,2 534 1064 46 60 74 619 1140 6774 5337 2298 271 824 2424 1987 1502
807116,16 4166 115 4434 2424 1409 440 446
807891,2 34 41 46 57 60 107 115 186 247 256 271 294 300 370 2424 395 421 440 441 446 598 6774 2780 908 1042 1101 1220 5337 1355 1358 7515 1502 5605 5639 3678 5779 1850 3903 8002
807918,2 60 74 613 619 5259 7311 2209 195 294 2364 1502 511
808838,1 2 16 2066 36 41 46 60 74 115 186 247 275 2364 10599 395 440 441 446 2520 8670 511 564 619 824 980 9224 1042 13362 11538 1358 5687 6020 4065
809107,2 16403 36 57 72 1766 511
809183,2 23 34 36 46 2098 1081 107 7317 1766 1822 824 2364 3990 440 446
809347,1 2 34 46 115 440 441 446 590 619 10868 2780 824 11189 1042 1081 1140 1358 1766 1975
809814,1 2 57 2780 271 4434 440 441
809843,2 6148 16 53 619 271 824 10100 440 446
810787,2 16 1042 3098 34 41 2098 57 60 1599 590 604 619 4204 115 9441 256 271 3360 3364 824 6020 420 421 9152
811498,2 16 34 1064 2098 593 598 604 7774 619 186 195 1220 1766 6389 271 275 2364 2895 852 385 8066 395 420 421 2987 440 446 980
811791,2 1042 60 74 598 186 247 271 7959 294 2364 1351 908 421 980
811829,1 2 1042 53 9272 13892 590 598 1622 1623 619 2364 908 440 446
813671,2 271 275 4403 440 446
814055,1 2 16 4166 74 598 619 115 1208 271 824 1357 440
814697,2 16 1042 1064 53 74 593 619 1730 256 824 1351 421 440 446
815743,1 2 16 41 57 74 590 593 15492 8848 5273 8890 195 2780 247 256 271 2391 3952 420 421 14763 440 441 446 448
815838,2 16 1042 3098 53 57 74 590 598 115 167 294 824 421 488
815900,2 2585 46 57 74 598 636 7302 1206 2233 186 1766 271 822 3445 2463 440
815931,2 53 57 60 446 598 4696 1502
816100,1 2 16 3098 1081 619 115 1730 256 271 2391 370 2438 3987 1439 4004
816353,2 16 34 9273 60 3789 247 440
816519,2 385 41 440 446 847 4434 1502 247
816592,2 16 534 34 46 53 57 74 9327 115 1042 5289 186 1242 8937 294 824 7993 5949 5968 395 908 440 446
817343,1 2 34 1081 60 107 6841 186 294 2438 446 1987 2032
818187,2 16 34 46 2098 53 60 590 619 186 247 271 294 2364 385 8066 421 446
818833,2 57 1730 256 294 824 2364 9028 1351 395 440 1987
819265,2 16 2066 46 57 589 1206 256 271 1822 294 12088 1351 440 446 12249 2032
819339,2 57 8130
820097,1 2 16 1042 534 1064 57 74 598 613 619 115 5355 247 9523 1850 4419 6020 440 446 485
820207,1042 421 440 446 1220 74
821142,2 34 60 256 294 2364 440 446 8652
821464,7311 534 34 1064 46 440 1220 1357 2387 5088 1140
821993,1 2 10759 34 41 46 53 598 617 619 115 5273 195 4403 2896 2391 385 440 441 446
822139,2 1 5639 3098 294 60 5605 488 370
822905,1042 16 57 60 3654 74 4204 115 5289 2237 195 1220 9433 247 294 822 12088 824 1357 8048 1409 395 440 441 446 980 2523
823054,2 534 3098 34 36 46 57 4669 74 590 115 1140 15482 1208 2233 1220 271 294 824 1351 1357 1358 370 395 420 10674 440 446
823449,11540
824657,2 16 534 1064 41 60 115 5337 256 271 294 440 446 488
825001,256 2 34 294 824 3180
825255,3098 440
825622,2 16 5273 2233
826778,2 1042 41 598 8848 1351
827571,272 57 60
828197,2 16 1042 41 57 1081 1599 1220 256 824 1351 1357 908 420 421 446
828259,2 395 421 294 1064 46 57 60 8652 2780 1502
828868,2 16 3098 46 115 271 294 370 441 980
829112,2 16 36 9772 564 53 1623 1140 186 1730 3490 440
829148,2 16 1042 34 421 294 440 57 60 10815 598 14687 16747
829377,2 16 3098 53 57 74 589 247 256 271 824 1351 395 440 446
829864,2 16 1042 3360 4398 590 1237 598 619 2032
830080,534 1064 564 852 613 247
830139,2 534 10396 3360 3364 46 12498
830153,256 2 34 294 1081
830774,2 1042 34 5273 1766 247 294 395 10654 446
831421,2 1042 34 60 74 598 294 824 395 908 4515 421 980
831640,2 1042 2066 57 74 590 598 619 1220 824 1351 2387 395 908 421 441 446
832433,2 1042 590 6315 247 1351 421
832490,16 1042 13362 619 1766 294 407 440 441
832850,2 16 1042 34 41 46 60 1140 5355 8962 1294 3360 294 4398 9005 3903 1351 2387 852 2443 3995 420 441 446 980 2008 16353 7651
833460,16 3098 34 60 74 4703 115 14461 824 5949 370 440 446 1502
833564,2 53 824 440 115
833578,3619 440 441 446 195 619 115
834009,1 2 271 53 824 57 1502 2032 370
834186,2 16 534 1599 74 7248 619 1140 1220 1822 6483 385 420 440 446 488
834537,2 2066 16 5657 46 57 2105 74 107 619 115 1220 256 294 824 5497 395 13817 421 440 441
835881,2 1042 22 34 36 41 60 1599 74 4693 1655 195 271 1409 2952 395 1987
836160,2 511 1042 57 74 590 2710 186 294 4004 421
836368,2 1042 534 1064 8237 57 4668 10815 16 115 653 195 9435 14076 256 271 272 824 2364 1357 370 5497 11160 420 12202 441 446 1994 11727 980 12249 485 2032
836606,2 16 34 421 41 440 458 1357 247 2424 511
836864,2 16 1042 1064 46 51 598 7948 271 824 1358 852 390 440 441 446 448 511
837424,41 57 593 598 115 4229 1208 7900 256 4403 2883 440 446 2520 485
839141,1 2 2066 534 53 1081 60 74 617 619 186 1220 2780 256 11015 294 824 1357 1439 440
840097,2 2066 34 72 74 115 247 256 271 395 421 440 441 446 485 534 593 598 619 653 824 852 980 1206 1409
840164,2 16 34 36 41 1081 60 74 195 1220 2255 247 256 3331 271 824 8066 440 446 10727
840490,2 16 23 5657 3098 34 1206 6392 1409
841424,2 3098 1064 13363 57 60 16968 8272 4703 4204 2233 186 1214 1220 247 271 1357 847 370 440 446 963 11725 9716
841873,2 16 2066 34 36 41 53 57 60 115 247 256 294 440 446 452 598 681 824 2883 2896 908 7058 1409 1502 5657
841915,2 16 1042 1081 590 604 115 186 247 271 9600 385 8066 395 908 440
841965,2 34 3619 41 5779 195 824 7552 12202 440 446 488
842085,1 2 16 41 46 1081 74 593 195 1766 256 271 294 8487 420 421 440 446 980
842196,1 2 16 34 46 57 60 74 115 247 256 271 294 8504 370 2442 395 440 441 446 824 1042 3098 13362 1206 1214 3358 3360 3364 1357 7538 1502 7789 3846 4004 2032
842480,2 440 980 7774
843423,1 2 16 34 2098 186 2235 271 294 4403 12679 395 420 440 441 446 534 12847 598 619 1042 1140 1206 1208 1351 1502 1599
843439,2 16 619 115 195 1220 2364 5497 440
843452,9224 2066 590 719 11015 1358 440 446 2032
843939,2 115 1802 294 2364 440 511
844112,2 60 590 1220 271 824 1358 395 441 2520 2032
844350,271 16 534 5289 440 1599
844902,2 16 46 57 1766 247 294 847 5497 3490 440 963
845015,256 2 3098 34 41 60 446 195 72 619 370
845920,260 908 5661 440 1081 16713 247
846024,2 2066 1042 3098 46 60 1599 74 14440 619 1140 1142 195 1220 1766 242 3360 3364 824 3903 1351 1357 852 395 908 4004 980 2032
846446,2 16 34 36 46 1101 186 195 1237 1766 247 294 395 421 441 446
846601,6912 34 421 1850 7406 6388
847057,16 34 440 446 589
847573,1 2 46 57 619 1140 271 294 5497 441 2520 1502
848306,2 294 824 60 593 107 619 115
849433,2 53 1206 5337 271 5497 440 1502
849778,2 16 46 60 1623 1204 2364 440
850857,256 2 9859 16 3098 34 294 824 74 2896 2008 619
851112,2 53 60 247 256 271 2424 440 446 598 619 980 5147 5273
851309,1 2 16 34 41 619 115 271 275 824 7551 1439 9122
851557,2 1 16 1042 534 34 1081 57 60 74 619 115 2674 2205 5289 4885 294 1364 14202 1409 1439 421 441 1987 1502 488
852381,1042 598 115 2780 247 256 294 2032
852544,271 16 60 1502 619 115
852830,2 511 13361 74 598 195 2780 1822 5447 6029 7058 4004 440 441 485
853370,1 534 34 1064 46 9818 256 4434 440 446 458 511
854023,2 16 34 41 60 619 115 195 294 12088 1351 3952 7043 420 440 441 980 511
855456,57 60 619
855686,256 564
856581,2 530 1042 534 1064 46 1081 604 613 115 163 1723 186 1220 247 256 260 275 294 1351 879 395 908 4515 440 446
857200,395 34 294 53 440 719 2260 852 613
858173,2 16 2066 34 41 57 60 74 4204 115 186 256 271 2391 370 2431 395 421 446 488 2585 590 593 598 619 6908 822 824 11095 908 1042 3098 5147 1220 7551 1623 1766 3903 8066 2032
858605,1 2 16 1042 534 34 4156 590 5715 4229 5289 186 195 7423 294 1358 1364 9061 420 440
858756,2 1042 16 5660 34 2098 60 72 74 1101 593 83 598 619 151 5273 186 1766 271 2364 1351 1358 10573 13145 420 440 441 446 3537 1502 2032
859670,2 564 598 619 115 3789 247 256 3846 294 852 1439 440 446
859845,34 41 440 446 598 115
859880,7311 1042 3098 51 57 1220 3157 370
860644,2 16 2066 34 57 6717 1599 74 619 9859 195 1220 1351 440 441 446 963 980
860722,2 1 41 46 60 74 598 5337 247 256 385 395 421 446 1994
860798,2 3846 3098 440 370
861264,2 57 590 598 619 167 247 256 824 1987
862055,2 16 1064 57 74 598 4696 271 824 1409 440 2032
862160,2 534 57 598 1623 619 1140 1220 1270 824 1357 2463 6574 441 980
862213,2 16 2066 3098 1064 46 57 1081 619 1766 247 256 271 294 1357 1409 421 452
862769,2 23 1064 57 6723 6729 74 589 590 598 2233 1766 2298 271 275 824 2391 1409 440 980
863133,2 16 34 46 2098 57 74 2233 2237 195 247 2298 256 271 294 4419 4434 12656 395 420 440 441 446 465 824 1042 3098 5147 1064 1081 1357 7515 1599 1766 5939
863889,294 57 195
864691,2 16 60 74 590 598 4696 1140 12440 824 440 446 1502
865069,1 2 271 16 1822 34 440 57 1081 446 2780 1502 619 370
865146,256 2 908 3358 3360 3364 2101 1357 5735 619 115 1140 247
865227,2 2066 16 36 53 74 598 115 908 2032
865637,2 16 23 34 593 604 619 3190 11951 1723 1220 2387 1395 1439 440 441 1502
865646,593 5337
865889,1 2 16 23 41 46 53 60 72 74 195 271 10535 2364 395 420 421 440 441 446 465 590 619 980 7170 1042 1064 1351 1599 1766 4004
866771,1 7170 34 41 57 613 4204 115 3219 271 440
866907,16 34 46 51 57 60 74 115 10362 2208 163 247 256 272 294 300 8504 370 2438 395 440 446 534 10815 598 619 824 3098 1064 1081 1206 1220 1260 7421 7498 1357 5497 1409 3538 5696 3788 1836 5949 5958
